review,rating,helpful_count,date,brand_reply,reply_date,sentiment,product,theme,month
"No one should order from this app because there is a lot of fraud here. I had placed an order and paid online. Then the order came very late. So I cancelled the order and the company refunded the online payment.But I haven't received the payment yet and after talking to the company's customer care, the company says that we have made the payment, you fill out the bank's cashback form, we don't have any form to show that the payment will be received. So please don't order from this.",1,2,26-12-2025 08:52,"Dear User, we are extremely sorry for the inconvenience. To help you with this, we would like to know your feedback in detail. Kindly write to us at care@dotandkey.com. We will help you at the earliest. Regards- Team Dot & Key.",26-12-2025 09:05,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service",2025-12
"They accepted the order, but even after one month it has not been delivered. There is no proper customer support only bots. The bots are extremely irritating and keep changing the delivery date. They ask to DM or email but those DMs and emails are also handled by bots. The only response I ever receive is “We apologize,” and nothing else. The biggest mistake I made was placing a prepaid order.",1,6,26-12-2025 05:23,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",26-12-2025 07:54,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2025-12
Dot & Key brand is very bad they not provide orders on time. i placed my order on 10december but today is 26december they not delivered my order neither my refund.,1,1,26-12-2025 04:37,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",26-12-2025 05:20,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2025-12
they don't refund customer's money.i tired lots of time .,1,0,25-12-2025 19:01,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Regards- Team Dot & Key.,26-12-2025 05:31,Negative,Dot & Key App,Customer Service,2025-12
"I cancelled the order, yet it was still dispatched ""useless app""",1,0,25-12-2025 11:50,We apologize for the disappointment. Please share the order details with us at care@dotandkey.com. We will get in touch with you and do the needful. Thanks. Thanks. Regards- Team Dot & Key.,26-12-2025 05:37,Negative,Dot & Key App,"Delivery & Orders, App Experience",2025-12
worst app...they couldn't resolve a single issue of a product return....it took me several attempts but couldn't fix my problem of returning a single product as I had choose the wrong product 😡😡😡😡...will not recommend this aap to anyone...nyka... amazon and other aaps has easy return policy and better customer services.,1,5,25-12-2025 10:08,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",26-12-2025 05:41,Negative,Dot & Key App,"App Experience, Customer Service, Product Quality",2025-12
really good product,5,0,25-12-2025 06:25,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,26-12-2025 05:41,Positive,Dot & Key App,Product Quality,2025-12
very bad delivery experience waise money product they never delivered 🤮🤮🤮🤮🤮🤮.,1,0,25-12-2025 05:18,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",22-12-2025 07:22,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2025-12
"Very poor customer support. I received only 1 product instead of 2. I raised a complaint and submitted the required form, but it has been 5 days and there is still no response. They keep asking me to fill the same form again and again, but no refund or proper resolution is provided. Extremely disappointing experience.No proper resolution or refund has been provided yet. Very disappointing experience. Please improve your customer service.",1,4,25-12-2025 03:59,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",26-12-2025 05:44,Negative,Dot & Key App,"Delivery & Orders, App Experience, Customer Service, Product Quality",2025-12
"Extremely disappointing customer support. My issue was never resolved. They rely mostly on bots that cannot understand real customer problems. A human agent was later assigned, but the response was even WORSE than the bot’s. The offer was not honored, and there was no accountability despite multiple follow-ups. I genuinely feel misled and scammed. Avoid if you expect proper customer support. NEVER RECOMMEND THIS TO ANYONE.",1,2,25-12-2025 01:51,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",26-12-2025 05:51,Negative,Dot & Key App,"App Experience, Customer Service",2025-12
"stupid customer service, ordered 8 product got 6 of them n these people have bots or AI everywhere in customer service",1,1,24-12-2025 10:46,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",26-12-2025 07:28,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2025-12
No customer support. If you have any issues with the product it won't get solved.,1,0,23-12-2025 15:49,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",24-12-2025 05:56,Negative,Dot & Key App,"Customer Service, Product Quality",2025-12
I have a very frustrating experience with dot n key. worst customer service,1,1,23-12-2025 12:42,"Hi, we regret the inconvenience caused. Kindly elaborate on the issue so that we can look into the matter and resolve it for you. Please write to us at care@dotandkey.com. Regards- Team Dot & Key.",24-12-2025 05:54,Negative,Dot & Key App,Customer Service,2025-12
very bad behaviour of delivery boy and not get my product yet .,1,0,23-12-2025 09:37,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",23-12-2025 10:18,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2025-12
"products are not good enough and on top of that, the policies sucks.",1,0,23-12-2025 07:24,"Dear Customer,
We are sorry that you feel this way. Please do share your feedback along with your contact details at care@dotandkey.com and our team will reach out to you at the earliest .Regards- Team Dot & Key.",23-12-2025 10:15,Negative,Dot & Key App,Product Quality,2025-12
"I had very bad experience. I ordered two products under a buy one get one offer—one watermelon sunscreen and one moisturizer. The moisturizer has arrived, but the sunscreen is not included.",1,1,23-12-2025 06:17,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at care@dotandkey.com. We will get back to you at the earliest. Regards- Team Dot & Key.",23-12-2025 10:14,Negative,Dot & Key App,"Delivery & Orders, Product Quality",2025-12
Helpful 🙂,3,0,23-12-2025 06:06,"Dear Customer,
Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.",23-12-2025 10:05,Neutral,Dot & Key App,General,2025-12
through website it shows buy one get one in app nothing is there...,1,0,22-12-2025 12:50,"Dear User, we regret the inconvenience caused. To help us understand the problem in detail, please share your contact details at care@dotandkey.com. We would be more than happy to assist you. Best Regards. Regards- Team Dot & Key.",23-12-2025 10:01,Negative,Dot & Key App,App Experience,2025-12
"Very good products, services are also good. Offers, products, services everything is top notch. Highly recommended",5,0,22-12-2025 11:42,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping! Regards- Team Dot & Key.,23-12-2025 10:01,Positive,Dot & Key App,"Customer Service, Product Quality",2025-12
very Bad service it's been 2 week and i didn't get my order till now .I also talk to customer care still their is no update from their side ..It's is very disgusting...even you are not worthy of 1 star too.,1,0,22-12-2025 11:22,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.",23-12-2025 09:59,Negative,Dot & Key App,"Delivery & Orders, Customer Service",2025-12
bhut hi kharb service h order kia hua product me mene buy one gate one free ka offer use Kia or company ne send nhi Kia 😡😡😡😡😡😡😡,1,0,22-12-2025 10:21,"Hi, Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at care@dotandkey.com and we promise to get this resolved quickly. Regards- Team Dot & Key.

",23-12-2025 09:59,Negative,Dot & Key App,"Delivery & Orders, Customer Service, Product Quality",2025-12
